영업상태명,전화번호,지번주소,도로명주소,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,별점,리뷰개수,카테고리,메뉴
영업/정상,,서울특별시 동대문구 이문동 117-13번지 1층,서울특별시 동대문구 외대역동로 117 1층 (이문동),피치홈,20200000000000.0,U,40:00.0,패스트푸드,205704.1807,455094.3285,패스트푸드,0.0,0,피자,{}
영업/정상,,서울특별시 동대문구 이문동 305-73번지 2층,서울특별시 동대문구 휘경로2길 3 2층 (이문동),탕화쿵푸 외대점,20200000000000.0,U,40:00.0,호프/통닭,205336.4196,454824.8275,호프/통닭,3.7,29,중화요리,"{'마라탕 (100g)': '1,500', '마라빤 (100g)': '2,000', '마라향궈 (100g)': '3,000', '량피': '6,000', '산라분': '8,000'}"
영업/정상,,서울특별시 동대문구 이문동 288-23번지,서울특별시 동대문구 휘경로 3-8 (이문동),영화장,20200000000000.0,I,59:59.0,중국식,205310.4618,454915.9395,중국식,3.2,116,중화요리,"{'탕수육': '22,000', '시천탕수육': '28,000', '깐풍육': '28,000', '난자완즈': '38,000', '송이우육편': '55,000', '생강대파소고기': '32,000', '마라우육편': '32,000', '깐소중새우': '39,000', '깐풍중새우': '39,000', '크림중새우': '39,000', '마늘튀김중새우': '42,000', '동파육': '48,000', '해삼탕': '80,000', '해삼삼겹살': '80,000', '산라탕': '25,000', '양장피': '35,000', '류산슬': '40,000', '잡탕': '42,000', '전가복': '90,000', '송이누룽지탕': '50,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-263번지 1층,서울특별시 동대문구 천장산로7길 36 1층 (이문동),한솥도시락,20100000000000.0,I,59:59.0,분식,204856.2311,455120.3453,분식,3.2,0,도시락,"{'매화(치킨, 연어구이)': '10,000', '매화(순살고등어간장구이)': '10,000', '진달래': '7,000', '새치고기고기': '6,000', '돈치고기고기': '5,300', '고기고기': '4,200', '동백': '5,200', '개나리': '8,000'}"
영업/정상,,서울특별시 동대문구 이문동 305-129번지 (지상1층),서울특별시 동대문구 휘경로2가길 6 (이문동(지상1층)),이상한 떡볶이집,20200000000000.0,U,40:00.0,분식,205329.6832,454779.6626,분식,3.8,49,이탈리안,"{'김치볶음밥': '7,000', '매콤 토마토 파스타': '9,000', '오므라이스': '7,000', '베이컨 크림링귀니 파스타': '9,500', '데리야끼 치킨덮밥': '8,000', '팬스테이크': '10,500', '오제피스타': '9,500'}"
영업/정상,,서울특별시 동대문구 이문동 134-4번지 1F,서울특별시 동대문구 휘경로3길 40 (이문동1F),곱창마을,20100000000000.0,I,59:59.0,한식,205482.0106,455000.2734,한식,0.0,3,"곱창,막창","{'막창소금구이': '9,000', '야채곱창': '8,000', '알곱창': '8,000', '순대볶음': '8,000', '오돌뼈': '8,000'}"
영업/정상,,서울특별시 동대문구 이문동 316-3번지 1층,서울특별시 동대문구 휘경로2길 21 1층 (이문동),고수찜닭,20200000000000.0,U,40:00.0,한식,205285.1028,454756.3409,한식,2.3,40,닭요리,"{'뼈있는 찜닭 (대)': '35,000', '뼈있는 찜닭 (중)': '25,000', '뼈있는 찜닭 (소)': '18,000', '순살 찜닭 (대)': '37,000', '순살 찜닭 (중)': '27,000', '순살 찜닭 (소)': '20,000', '고수찜닭 추천 세트 (대)': '39,000', '고수찜닭 추천 세트 (중)': '28,000', '고수찜닭 추천 세트 (소)': '20,000'}"
영업/정상,,서울특별시 동대문구 이문동 305-6,서울특별시 동대문구 휘경로2길 13 지하1층 (이문동),벨루트,20200000000000.0,U,02:00.0,한식,205311.2538,454788.6064,,5.0,0,"호프,요리주점","{'와인': '20,000', '바틀': '49,000', '칵테일': '7,000'}"
영업/정상,,서울특별시 동대문구 이문동 345-7,서울특별시 동대문구 이문로9길 8 1층 (이문동),굽네치킨(이문2호점),20200000000000.0,U,02:00.0,통닭(치킨),205003.1603,454519.5473,,2.3,1,치킨,"{'시카고 딥디쉬 피자+콜라대': '18,000', '페퍼로니피자+콜라대': '17,000', '고추바사삭+바게트볼+콜라1.25L': '22,000', '슈림프 시카고 딥디쉬 피자+콜라대': '21,000', '오리지널+바게트볼+콜라대': '20,000', '굽네 시카고 피자 & 갈비천왕 세트': '35,000', '굽네 시카고 피자 & 볼케이노 세트': '35,000', '갈비천왕+콜라대': '19,000', '볼케이노+콜라대': '19,000', '1마리)오+콜라대': '17,000', '갈릭마왕 반반(갈릭반/오리지널반)+콜라대': '20,000', '볼케이노치킨+에그타르트+콜라대': '22,800', '양념 히어로+콜라대': '19,000', '양념 반반+콜라대': '19,000', '갈릭마왕+콜라대': '20,000', '갈릭+페퍼로니+콜라대': '35,000', '굽네 허니멜로+콜라1.25L': '20,000', '오리지널 치트킹 세트 (매콤치즈) + 콜라대': '18,000', '오리지널 치트킹 세트 (콘스프) + 콜라대': '18,000', '굽네 고추바사삭 치트킹 세트(매콤치즈)+콜라1.25L': '20,000'}"
영업/정상,,서울특별시 동대문구 이문동 86-79번지 지상1층,서울특별시 동대문구 외대역동로 90 (이문동지상1층),참이슬식당,20200000000000.0,U,59:59.0,한식,205725.7188,454858.9733,한식,5.0,3,한정식,"{'보쌈(중)': '20,000', '보쌈+생굴': '30,000', '오징어초무침': '25,000', '보쌈정식': '7,000', '육개장': '7,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-207번지,서울특별시 동대문구 천장산로9길 3 (이문동),치보,20100000000000.0,I,59:59.0,한식,205009.3688,455200.1304,한식,4.2,36,이탈리안,"{'부카니에라': '14,000', '비텔로': '15,500', '아마트리치아나': '11,000', '마리나라': '14,000', '포르치니': '12,500'}"
영업/정상,,서울특별시 동대문구 이문동 305-152번지,서울특별시 동대문구 휘경로 17 2층 (이문동),홍콩반점0410(외대점),20200000000000.0,I,59:59.0,중국식,205420.5899,454834.7658,중국식,3.7,8,중화요리,"{'군만두': '4,500', '쟁반짜장': '13,000', '짜장면': '5,000', '짜장밥': '7,000', '짬뽕': '6,000', '짬뽕밥': '6,500', '탕수육(대)': '18,000', '탕수육(소)': '13,000', '해물육교자': '5,500', '고추짬뽕': '7,000', '고추짬뽕밥': '7,500', '고추짜장': '6,000', '탕수육(중)': '15,000'}"
영업/정상,02 9606324,서울특별시 동대문구 이문동 82-1번지,서울특별시 동대문구 휘경로 29-13 1층 (이문동),알쏭달쏭맛집,20200000000000.0,U,04:00.0,통닭(치킨),205540.7329,454812.6331,,4.3,36,0,{}
영업/정상,,서울특별시 동대문구 이문동 288-12번지 2층,서울특별시 동대문구 이문로 112 (이문동2층),코코니주방,20200000000000.0,U,40:00.0,한식,205279.4486,454913.9499,한식,4.8,47,퓨전일식,"{'코코니 짬뽕': '8,800', '소고기 야끼소바': '8,800', '가츠동': '7,800', '코코니 냉라멘': '8,800', '오믈렛 토마토 카레': '8,300', '사케동': '9,800', '가츠 카레우동': '8,300'}"
영업/정상,,서울특별시 동대문구 이문동 305-65번지 지하1층,서울특별시 동대문구 휘경로 20 (이문동지하1층),락포차,20200000000000.0,I,59:59.0,정종/대포집/소주방,205405.4532,454798.1295,정종/대포집/소주방,4.5,6,0,{}
영업/정상,,서울특별시 동대문구 이문동 316-2번지 2층,서울특별시 동대문구 휘경로2길 19 2층 (이문동),충만치킨,20200000000000.0,I,59:59.0,한식,205294.1706,454765.2611,한식,4.5,124,치킨,"{'간장티꾸닭': 0, '고추장티꾸닭': 0, '커리티꾸닭': 0, '충만후라이드': 0, '스노우 어니언': 0}"
영업/정상,02 9640132,서울특별시 동대문구 이문동 264-302번지 지하1층,서울특별시 동대문구 이문로9나길 6-14 (이문동지하1층),컴플리트,20200000000000.0,I,59:59.0,경양식,204927.8205,455106.4353,경양식,4.7,49,카페,"{'아메리카노': '3,500', '카페라떼': '4,000', '얼그레이': '4,500', '허니로얄 밀크티': '5,000', '자몽티': '5,000', '딸기바나나 생과일쥬스': '5,500', '자몽에이드': '5,500', '진정한 밀크쉐이크': '5,500', '악마의 브라우니 with 아이스크림': '4,000'}"
영업/정상,02 9575858,서울특별시 동대문구 이문동 108-19번지,서울특별시 동대문구 한천로 425-1 1층 (이문동),또바기 치킨(이문점),20200000000000.0,I,59:59.0,통닭(치킨),205893.61800000000,455141.0377,통닭(치킨),5.0,0,치킨,{}
영업/정상,,서울특별시 동대문구 이문동 305-6번지 (1층),서울특별시 동대문구 휘경로2길 13 (이문동(1층)),싱싱 오징어 바다,20200000000000.0,I,59:59.0,한식,205311.2538,454788.6064,한식,1.0,3,"해물,생선","{'광어회(소)': '15,000', '우럭회(소)': '18,000', '연어': '15,000', '오징어물회': '17,000', '알탕': '15,000'}"
영업/정상,,서울특별시 동대문구 이문동 255-256번지 1층,서울특별시 동대문구 이문로 178 1층 (이문동),시크릿가든,20100000000000.0,I,59:59.0,까페,205429.367,455571.7642,까페,0.0,0,카페,{}
영업/정상,,서울특별시 동대문구 이문동 264-314번지 1층,서울특별시 동대문구 이문로9가길 35 (이문동1층),예향칼국수,20100000000000.0,I,59:59.0,한식,204879.9684,455101.374,한식,4.4,12,국수,"{'예향칼국수': '5,500', '바지락칼국수': '6,000', '팥칼국수': '7,000', '들깨수제비': '7,000', '육개장칼국수': '7,000'}"
영업/정상,,서울특별시 동대문구 이문동 304-15번지 지상1층,서울특별시 동대문구 휘경로3길 11-2 (이문동지상1층),정영진 허브 영양족발,20100000000000.0,I,59:59.0,한식,205444.8694,454854.0271,한식,4.6,37,"족발,보쌈","{'왕족발(중)': '28,000', '불족발(중)': '31,000', '미니족발': '20,000', '보쌈(중)': '28,000', '뼈없는닭발': '20,000'}"
영업/정상,,서울특별시 동대문구 이문동 363-2번지 1층,서울특별시 동대문구 휘경로3길 8 (이문동),일품춘천닭갈비,20100000000000.0,I,59:59.0,한식,205436.9067,454853.00700000000,한식,3.8,3,닭요리,{}
영업/정상,,서울특별시 동대문구 이문동 326-11,서울특별시 동대문구 이문로 88-11 1층 (이문동),마카나이,20200000000000.0,U,07:00.0,분식,205199.7667,454730.2923,,3.0,15,일본식라면,"{'구로마유라멘': '7,500', '야끼 구로마유 라멘': '9,000', '바질라멘': '7,500', '야끼바질라멘': '9,000'}"
영업/정상,,서울특별시 동대문구 이문동 305-6번지 지상2층,서울특별시 동대문구 휘경로2길 13 (이문동지상2층),투다리,20200000000000.0,I,59:59.0,호프/통닭,205311.2538,454788.6064,호프/통닭,1.3,0,오뎅바,"{'우동': 0, '태양초치즈닭갈비': 0, '모래집볶음': 0, '알탕': 0, '김치우동전골': 0, '오뎅탕': 0, '해물탕': 0, '염통꼬치': 0, '모래집꼬치': 0, '떡돌이꼬치': 0, '닭산적꼬치': 0, '매운닭살꼬치': 0, '날개꼬치': 0, '은행꼬치': 0, '소시지베이컨말이': 0, '골뱅이무침': 0, '사천볶음밥': 0}"
영업/정상,,서울특별시 동대문구 이문동 334-95번지,서울특별시 동대문구 회기로25길 109 1층 (이문동),벗이있는집,20200000000000.0,U,40:00.0,한식,205061.0449,454679.3065,한식,4.0,1,한식,"{'양푼이 김치찌개': '25,000', '순두부찌개': '7,000', '제육볶음': '8,000', '닭볶음탕': '25,000', '생삼겹(200g)': '12,000'}"
영업/정상,,서울특별시 동대문구 이문동 341-39번지,서울특별시 동대문구 회기로25길 60 1층 (이문동),홍곱창 회기본점,20200000000000.0,U,40:00.0,한식,205042.7126,454481.5567,한식,4.0,91,"곱창,막창","{'야채곱창': '11,000', '불곱창': '11,000', '순대곱창': '12,000', '소금구이 막창': '13,000', '알곱창': '14,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-115번지 지상1층,서울특별시 동대문구 천장산로 38 (이문동지상1층),카페115번지,20100000000000.0,I,59:59.0,까페,205037.6335,455217.9101,까페,3.0,1,카페,"{'브런치 세트': 0, '수제함박스테이크세트': 0, '연어스테이크세트': 0, '와인소스스테이크세트': 0, '카레오므라이스세트': 0, '프렌치토스트세트': 0, '고소한 버터밥세트': 0}"
영업/정상,,서울특별시 동대문구 이문동 86-24번지 지상1층,서울특별시 동대문구 외대역동로14길 9 (이문동지상1층),호식이두마리,20200000000000.0,I,59:59.0,통닭(치킨),205743.7205,454817.03800000000,통닭(치킨),5.0,3,치킨,"{'간장치킨': '15,000', '매운간장치킨': '15,000', '양념치킨': '15,000', '매운양념치킨': '15,000', '후라이드': '14,000'}"
영업/정상,,서울특별시 동대문구 이문동 288-30번지,서울특별시 동대문구 이문로30길 14 (이문동),아리가또멘,20200000000000.0,U,40:00.0,분식,205334.2034,454939.0134,분식,0.0,0,일본식라면,{}
영업/정상,,서울특별시 동대문구 이문동 326-8 지상1층,서울특별시 동대문구 이문로 88-15 (이문동지상1층),20년전통외대닭갈비,20200000000000.0,U,02:00.0,한식,205228.4615,454732.4684,,4.5,18,닭요리,"{'뼈없는닭갈비': '11,000', '눈꽃치즈닭갈비': '13,000', '메밀막국수': '7,000', '물만두': '5,000'}"
영업/정상,,서울특별시 동대문구 이문동 287-22번지 지상1층,서울특별시 동대문구 이문로 100 (이문동지상1층),한솥외대정문점,20100000000000.0,I,59:59.0,한식,205226.7648,454820.4638,한식,3.2,0,도시락,"{'매화(치킨, 연어구이)': '10,000', '매화(순살고등어간장구이)': '10,000', '진달래': '7,000', '새치고기고기': '6,000', '돈치고기고기': '5,300', '고기고기': '4,200', '동백': '5,200', '개나리': '8,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-167번지 1층,서울특별시 동대문구 천장산로 26-2 1층 (이문동),지지고 외대후문점,20200000000000.0,U,40:00.0,한식,205077.5789,455150.3047,한식,3.6,4,분식,"{'나이스 라이스': '4,000', '누들누들': '4,000'}"
영업/정상,,서울특별시 동대문구 이문동 78-7,서울특별시 동대문구 휘경로11가길 4-8 1층 (이문동),나주식당,20200000000000.0,U,08:00.0,한식,205550.3159,454831.0973,,0.0,0,한식,{}
영업/정상,,서울특별시 동대문구 이문동 86-30번지,서울특별시 동대문구 휘경로23길 25 (이문동),와와포차,20100000000000.0,I,59:59.0,호프/통닭,205725.7266,454815.5135,호프/통닭,3.8,2,0,{}
영업/정상,,서울특별시 동대문구 이문동 288-45번지,서울특별시 동대문구 휘경로 6-9 2층 (이문동),아지매,20100000000000.0,I,59:59.0,한식,205292.1489,454821.5558,한식,4.0,7,한식,"{'돼지갈비정식 (2인분)': '12,000', '오삼불고기 (2인분)': '12,000', '소불고기 (2인분)': '12,000', '돼지불백 (2인분)': '10,000', '제육쌈밥 (2인분)': '10,000', '삼겹살정식': '7,000', '치즈쌈밥 (2인분)': '12,000'}"
영업/정상,,서울특별시 동대문구 이문동 78-8번지,서울특별시 동대문구 휘경로15길 15-7 (이문동),고흥집,20100000000000.0,I,59:59.0,한식,205543.7622,454820.1501,한식,4.3,10,한식,{}
영업/정상,,서울특별시 동대문구 이문동 288-44번지,서울특별시 동대문구 이문로28길 13 2층 (이문동),다해식당,20200000000000.0,I,59:59.0,한식,205287.016,454810.8807,한식,4.8,6,한식,"{'수두부': '5,000', '김치찌개': '4,500', '돌솥비빔밥': '4,500', '육개장': '5,000', '내장탕': '5,000', '순두부': '4,500', '참치찌개': '4,500', '제육덮밥': '5,000', '오징어덮밥': '5,000', '떡만두국': '4,500', '콩나물비빔밥': '4,500', '김치볶음밥': '4,500', '된장찌개': '4,500', '뚝배기불고기': '5,000', '불고기비빔밥': '5,000', '생선구이': '5,000', '갈비탕': '5,000', '': ''}"
영업/정상,,서울특별시 동대문구 이문동 108-21번지 1층,서울특별시 동대문구 한천로 423-1 1층 (이문동),소나무,20100000000000.0,I,59:59.0,한식,205893.6422,455123.9845,한식,0.0,0,한식,{}
영업/정상,,서울특별시 동대문구 이문동 264-167번지,서울특별시 동대문구 천장산로 26-2 1층 (이문동),석우동,20200000000000.0,U,40:00.0,한식,205226.8221,455093.8861,한식,4.0,0,"돈까스,우동",{}
영업/정상,,서울특별시 동대문구 이문동 82-27번지 2층,서울특별시 동대문구 휘경로 31-1 2층 (이문동),돈카츠.우동.돼랑이우랑이,20200000000000.0,U,40:00.0,중국식,205540.6044,454759.9186,중국식,2.7,6,"돈까스,우동",{}
영업/정상,02 9681588,서울특별시 동대문구 이문동 264-314번지,서울특별시 동대문구 이문로9가길 35 지하1층 (이문동),카빙당,20200000000000.0,I,59:59.0,일식,204879.9684,455101.374,일식,4.5,7,"돈까스,우동",{}
영업/정상,02 30151749,서울특별시 동대문구 이문동 305-70번지 1층,서울특별시 동대문구 휘경로 16-4 1층 (이문동),뽕뜨락피자,20100000000000.0,I,59:59.0,경양식,205368.4503,454806.1688,경양식,5.0,1,피자,"{'관자네온새우': '25,900', '골드랑군': '24,900', '쓰리고(3GO)': '24,900', '코코쉬림프': '24,900', '콰트로': '19,900', '베이컨포테이토': '18,900', '모모스테키': '24,900', '스파이시쉬림프': '18,900', '비포(비프앤포크)': '24,900', '리치킨BBQ': '18,900', '스윗고구마': '16,900', '웨스틴콤보더블': '24,900', '웨지포테이토': '16,900', '차슈(불갈비)': '16,900', '불고기': '16,900', '페페로니': '15,900', '슈프림콤비': '15,900', '멜팅치즈': '15,900'}"
영업/정상,02 9676165,서울특별시 동대문구 이문동 305-97번지 지하1층,서울특별시 동대문구 휘경로 24-5 지하1층 (이문동),요술식당,20200000000000.0,U,40:00.0,한식,205430.4884,454757.8253,한식,0.0,0,0,{}
영업/정상,02 548 0552,서울특별시 동대문구 이문동 255-255번지 1층,서울특별시 동대문구 이문로 180 1층 (이문동),야미가,20200000000000.0,U,40:00.0,한식,205429.6607,455589.9542,한식,0.0,1,도시락,{}
영업/정상,,서울특별시 동대문구 이문동 363-5번지 1층,서울특별시 동대문구 휘경로3길 4 1층 (이문동),돈수백외대점,20200000000000.0,I,59:59.0,한식,205445.61,454833.3377,한식,2.9,10,국밥,"{'냉만두국': '6,500', '돈수백': '9,000', '돈탕반': '6,500', '모듬전골(대)': '33,000', '모듬전골(소)': '23,000', '모듬전골(중)': '28,000', '물만두': '4,000', '불껍데기': '12,000', '불막창': '18,000', '불족발': '18,000', '섞어탕반': '6,500', '수백탕(술국)': '14,000', '수육(대)': '33,000', '수육(소)': '23,000', '수육(중)': '28,000', '수제만두국': '6,500', '오소리탕반': '6,500', '왕냉면': '6,000', '왕만두': '6,000', '파족': '29,000'}"
영업/정상,02 63266662,서울특별시 동대문구 이문동 264-50,서울특별시 동대문구 천장산로 40 1층 (이문동),멕시카나치킨 이문점,20200000000000.0,U,06:00.0,호프/통닭,205024.7731,455243.0455,,0.0,0,치킨,"{'마늘알마니+단짠감자치즈볼+콜라1.25': '24,500', '마늘알마니치킨+콜라1.25L': '20,500', '달콤라떼치킨+커피콩빵(8알)+콜라1.25L': '22,500', '모두의마요치킨+멕시감자+콜라1.25L': '22,500', '땡초치킨+콜라1.25L': '19,500', '양념치킨+콜라1.25L': '18,500', '후라이드치킨+콜라1.25L': '17,500', '반반치킨+콜라1.25L': '18,500', '땡초치킨+콜라1.25L+더블치즈볼': '23,500', '간장치킨+콜라1.25L': '18,500', '반반치킨+콜라1.25L+더블치즈볼': '22,500'}"
영업/정상,02 9605958,서울특별시 동대문구 이문동 264-263 1층,서울특별시 동대문구 천장산로7길 36 1층 (이문동),수퍼보울,20200000000000.0,U,04:00.0,한식,204856.2311,455120.3453,,4.7,40,양식,{}
영업/정상,02 9600233,서울특별시 동대문구 이문동 339-4번지,서울특별시 동대문구 경희대로4길 73 1층 (이문동),부산밀면냉면,20200000000000.0,U,40:00.0,냉면집,204901.4339,454342.4334,냉면집,3.0,26,냉면,"{'비빔밀면': '7,000', '물밀면': '7,000', '회냉면': '8,500', '물냉면': '8,500', '칼국수 (계절메뉴)': '6,000'}"
영업/정상,02 9598572,서울특별시 동대문구 이문동 264-150번지 지하1층,서울특별시 동대문구 천장산로 32-1 지하1층 (이문동),꿀꿀이와 닭갈비,20200000000000.0,I,59:59.0,한식,205044.3311,455173.3533,한식,5.0,0,닭요리,{}
영업/정상,,서울특별시 동대문구 이문동 264-295번지,서울특별시 동대문구 이문로9길 133 1층 (이문동),돈부리청년,20200000000000.0,I,59:59.0,일식,204945.004,455077.8943,일식,2.3,7,일식,"{'오야꼬동': '7,000', '규동': '7,000', '가쯔동': '7,000', '핫도리동': '7,000', '사케동': '10,000'}"
영업/정상,02 9640711,서울특별시 동대문구 이문동 264-171번지 1층,서울특별시 동대문구 천장산로 32-2 1층 (이문동),일촌분식,20200000000000.0,U,40:00.0,분식,205045.7682,455155.5827,분식,0.0,1,분식,"{'야채김밥': '3,000', '라면': '3,000', '쌀떡볶이': '3,000', '라볶이': '4,000', '제육덮밥': '6,000', '원조김밥': 0}"
영업/정상,02 21555752,서울특별시 동대문구 이문동 288-56번지 1층,서울특별시 동대문구 휘경로 4-7 1층 (이문동),아일랜드비,20200000000000.0,U,40:00.0,기타,205274.12700000000,454843.3302,기타,4.8,188,카페,{}
영업/정상,,서울특별시 동대문구 이문동 341-83 1층,서울특별시 동대문구 경희대로4길 79-1 1층 (이문동),제육의 법칙,20200000000000.0,U,04:00.0,분식,204916.4683,454360.0126,,4.5,1,0,{}
영업/정상,02 9668495,서울특별시 동대문구 이문동 264-222번지 지상2층,서울특별시 동대문구 천장산로7길 10-1 2층 (이문동),엘가외대점,20200000000000.0,U,40:00.0,한식,204977.1777,455139.0552,한식,3.3,7,커피전문점,"{'에스프레소': '3,300', '아메리카노(HOT)': '3,500', '카페라떼(HOT)': '4,300', '레몬에이드': '5,300', '플레인 요거트 스무디': '5,300'}"
영업/정상,,서울특별시 동대문구 이문동 288-63번지 1층,서울특별시 동대문구 휘경로 4-10 1층 (이문동),베브릿지,20200000000000.0,I,59:59.0,한식,205255.8339,454841.3614,한식,4.6,19,카페,"{'아메리카노': '2,000', '차오메이나이차': '4,500', '알뿌깟': '4,800', '오르차따': '4,000', '마일로 다이노소어': '4,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-207번지,서울특별시 동대문구 천장산로9길 3 지하1층 (이문동),파이브로브즈,20200000000000.0,I,59:59.0,경양식,205009.3688,455200.1304,경양식,4.0,0,"제과,베이커리",{}
영업/정상,02 9604369,서울특별시 동대문구 이문동 288-53번지 1층,서울특별시 동대문구 휘경로 6-8 1층 (이문동),언니네함바그,20200000000000.0,U,40:00.0,경양식,205281.4702,454831.7569,경양식,4.2,49,양식,"{'언니네 함바그 (L)': '7,000', '언니네 함바그 (M)': '6,500', '언니네 치즈 함바그 (L)': '7,500', '언니네 치즈 함바그 (M)': '7,000', '언니네 매콤 함바그 (L)': '7,300', '언니네 매콤 함바그 (M)': '6,800'}"
영업/정상,,서울특별시 동대문구 이문동 264-50번지 1층,서울특별시 동대문구 천장산로 40 1층 (이문동),일층집,20100000000000.0,I,59:59.0,한식,205024.7731,455243.0455,한식,4.7,4,"찌개,전골","{'부대찌개 (대)': '24,000', '부대찌개 (중)': '19,000', '부대찌개 (소)': '13,000'}"
영업/정상,,서울특별시 동대문구 이문동 255-282번지 1층,서울특별시 동대문구 이문로 184 1층 (이문동),바른치킨 신이문점,20200000000000.0,U,40:00.0,통닭(치킨),205430.9823,455612.9968,통닭(치킨),2.3,6,치킨,"{'현미바사삭': '16,900', '양념치킨': '17,900', '간장윙봉': '18,900', '통곡물 간장치킨': '18,900', '대새레드': '21,900', '대새핫블랙': '21,900'}"
영업/정상,,서울특별시 동대문구 이문동 346-146번지,서울특별시 동대문구 이문로17길 39 1층 (이문동),기석일호,20200000000000.0,I,59:59.0,경양식,204932.3302,454696.1232,경양식,4.3,11,일식집,"{'타코와사비': '9,000', '샤브 샐러드': '15,000', '치킨 가라아게&고로케': '15,000', '오뎅전골': '20,000', '카레모듬전골': '28,000'}"
영업/정상,,서울특별시 동대문구 이문동 264-223번지,서울특별시 동대문구 천장산로7길 16 지하1층 (이문동),아마자께,20200000000000.0,U,40:00.0,일식,204962.6147,455134.5398,일식,4.3,0,분식,{}
영업/정상,,서울특별시 동대문구 이문동 255-393번지 1층,서울특별시 동대문구 신이문로 7 1층 (이문동),허뚱돼지나라,20200000000000.0,I,59:59.0,한식,205495.6126,455643.3812,한식,0.0,0,"육류,고기",{}
영업/정상,,서울특별시 동대문구 이문동 288-43번지 지상2층,서울특별시 동대문구 이문로28길 15 2층 (이문동),오늘통닭,20100000000000.0,I,59:59.0,기타,205295.6859,454802.5512,기타,5.0,1,치킨,"{'1977옛날통닭': 0, '간장통닭': 0, '깐풍순살': 0, '누룽치즈닭': 0, '마늘통닭': 0, '마늘파통닭': 0, '숙주샐러드통닭': 0, '순살 삼총사': 0, '순살 양념': 0, '순살 후라이드': 0, '양념통닭': 0, '철판마늘순살': 0, '치즈베이컨포테이토': 0, '치즈돌돌맵닭': 0, '콘치즈닭': 0}"
영업/정상,,서울특별시 동대문구 이문동 237-127번지 1층,서울특별시 동대문구 신이문로 32 1층 (이문동),발칙한맥주,20100000000000.0,I,59:59.0,기타,205727.4401,455612.9562,기타,4.7,0,술집,{}
영업/정상,02 32955590,서울특별시 동대문구 이문동 220-179번지 지하1층,서울특별시 동대문구 신이문로 41-1 지하1층 (이문동),역전,20200000000000.0,U,40:00.0,까페,205836.6765,455651.1621,까페,0.0,0,다방,{}
영업/정상,,서울특별시 동대문구 이문동 363-21번지 (대표지번 363-17),서울특별시 동대문구 이문로30길 26 지하1층 (이문동 (대표지번 363-17)),엘리트(ELITE),20100000000000.0,I,59:59.0,기타,205375.9948,454880.2186,기타,1.5,0,"단체복,유니폼",{}
영업/정상,,서울특별시 동대문구 이문동 288-4 2층,서울특별시 동대문구 이문로 118 2층 (이문동),산과들진순대국,20200000000000.0,U,07:00.0,한식,205308.8444,454979.3372,,5.0,1,0,{}
영업/정상,,서울특별시 동대문구 이문동 288-13 2층,서울특별시 동대문구 휘경로 3 2층 (이문동),봉쥬비어외대,20200000000000.0,U,01:00.0,호프/통닭,205287.8152,454903.9713,,4.3,3,0,{}
영업/정상,,서울특별시 동대문구 이문동 257-686번지 1층,서울특별시 동대문구 이문로 143-1 1층 (이문동),우리동네 김밥,20200000000000.0,U,01:00.0,일식,205373.9547,455237.0158,,3.0,0,분식,{}
영업/정상,,서울특별시 동대문구 이문동 304-20번지,서울특별시 동대문구 휘경로5길 3 2층 (이문동),치킨플러스외대점,20200000000000.0,I,59:59.0,호프/통닭,205452.8623,454823.3065,호프/통닭,3.5,0,치킨,"{'극장판치킨': '15,900', '크리미어니언순살치킨': '14,900', '개매운치킨': '14,900', '눈맞은치킨': '14,900', '꿔바로우치킨': '14,900', '블랙킹치킨(BK치킨)': '16,900', '얼C9맵닭': 0}"
영업/정상,,서울특별시 동대문구 이문동 288-82 1층,서울특별시 동대문구 휘경로 9-5 1층 (이문동),야만(Yaman),20200000000000.0,U,03:00.0,한식,205335.0915,454890.3326,,0.0,0,술집,{}
영업/정상,,서울특별시 동대문구 이문동 64번지 쌍용아파트 상가동 106호,서울특별시 동대문구 한천로58길 47 상가동 106호 (이문동 쌍용아파트),치킨마루 이문쌍용점,20100000000000.0,I,59:59.0,통닭(치킨),205980.7722,455275.8359,통닭(치킨),5.0,0,치킨,"{'눈꽃 치킨': 0, '크리스피 치킨': 0, '크리스피 레디핫치즈치킨': 0, '양념 치킨': 0, '마늘 간장치킨': 0, '파닭': 0, '간장무쵸 윙봉': 0, '레디핫 윙봉': 0, '오리지널 윙봉': 0}"
영업/정상,,서울특별시 동대문구 이문동 86-83번지 1층,서울특별시 동대문구 외대역동로 80-1 1층 (이문동),왔다~생고기마을,20100000000000.0,I,59:59.0,한식,205680.3931,454787.8466,한식,0.0,3,"육류,고기",{}
